Recipe Title,Recipe URL,Ingredients
Japanese Curry,https://cookpad.com/eng/recipes/17208987,Ingredients 1 pork chop 2 shrimp Some squid 1 pack curry sauce 1 cup rice Bread crumbs 1 egg Cooking oil 1 pork chop 2 shrimp Some squid 1 pack curry sauce 1 cup rice Bread crumbs 1 egg Cooking oil
Spam Onigiri,https://cookpad.com/eng/recipes/24269194,Ingredients 1 (3pieces) Freshly cooked rice 1/2 small can of spam 1 egg 1 tsp sugar Few drops of Oil Nori Sauce 1 tsp soy sauce 1 tsp sugar Freshly cooked rice 1/2 small can of spam 1 egg 1 tsp sugar Few drops of Oil Nori Sauce 1 tsp soy sauce 1 tsp sugar
Crockpot Soy ~ Teriyaki Chicken,https://cookpad.com/eng/recipes/24152744,"Ingredients 1 pack (about 5 pounds) chicken thighs , boneless / skinless 1/4 cup soy sauce 1/2 cup teriyaki sauce 2 cans (14.5 ounces) diced tomatoes 1 bag (16 ounces) Asian Stir Fry blend 1/8 teaspoon black pepper 1/8 teaspoon crushed red pepper 10 cloves garlic, minced 1 cup packed light brown sugar Cooked white rice 1 pack (about 5 pounds) chicken thighs , boneless / skinless 1/4 cup soy sauce 1/2 cup teriyaki sauce 2 cans (14.5 ounces) diced tomatoes 1 bag (16 ounces) Asian Stir Fry blend 1/8 teaspoon black pepper 1/8 teaspoon crushed red pepper 10 cloves garlic, minced 1 cup packed light brown sugar Cooked white rice"
Shrimp Doria (Japanese Rice Gratin) 🍤,https://cookpad.com/eng/recipes/17091731,"Ingredients ~1 hour 10 to 12 servings Bottom Layer (Butter Rice): 5-6 cups cooked rice 3 Tablespoons unsalted butter 2 carrots , shredded 1/2 sweet onion , finely diced 1/2 teaspoon garlic powder 3/4-1 teaspoon salt (or more to taste) Middle Layer (Béchamel Sauce): 3 Tablespoons unsalted butter 6 Tablespoons flour 2 and 1/2 cups milk 3/4 cup Dashi stock (or chicken stock ) 1 cube chicken bouillon , crushed 8 oz mushrooms , roughly chopped 1/2 sweet onion , finely diced 1/2 teaspoon salt 1 lb shrimp , peeled and deveined Top Layer (Cheese): Up to 2 cups shredded cheese (I used about 1.5 cups of a combination of mozzarella and Parmesan ) Miscellaneous: Additional butter and olive oil for frying Freshly ground pepper Bottom Layer (Butter Rice): 5-6 cups cooked rice 3 Tablespoons unsalted butter 2 carrots , shredded 1/2 sweet onion , finely diced 1/2 teaspoon garlic powder 3/4-1 teaspoon salt (or more to taste) Middle Layer (Béchamel Sauce): 3 Tablespoons unsalted butter 6 Tablespoons flour 2 and 1/2 cups milk 3/4 cup Dashi stock (or chicken stock ) 1 cube chicken bouillon , crushed 8 oz mushrooms , roughly chopped 1/2 sweet onion , finely diced 1/2 teaspoon salt 1 lb shrimp , peeled and deveined Top Layer (Cheese): Up to 2 cups shredded cheese (I used about 1.5 cups of a combination of mozzarella and Parmesan ) Miscellaneous: Additional butter and olive oil for frying Freshly ground pepper"
Curry teriyaki tofu,https://cookpad.com/eng/recipes/24139420,Ingredients 1 block extra firm tofu 2 tbsp cornstarch 1/2 tbsp oil 1 tsp curry powder 4 tbsp teriyaki sauce Lime juice 1 block extra firm tofu 2 tbsp cornstarch 1/2 tbsp oil 1 tsp curry powder 4 tbsp teriyaki sauce Lime juice
Japanese Curry with Chicken,https://cookpad.com/eng/recipes/16839264,"Ingredients ~45 minutes 6 to 8 servings 2 large chicken breasts (about 1.5 lb) 4 teaspoons baking soda 3 carrots 1 red bell pepper 1 medium-sized sweet onion 1 sweet potato 1 large potato (or 3 to 4 small ones) 1/2 package (or one foil-sealed square portion, 110 g) Golden Curry 4 Tablespoons ketchup Cooked Rice for serving 2 teaspoons Worcestershire sauce 2 large chicken breasts (about 1.5 lb) 4 teaspoons baking soda 3 carrots 1 red bell pepper 1 medium-sized sweet onion 1 sweet potato 1 large potato (or 3 to 4 small ones) 1/2 package (or one foil-sealed square portion, 110 g) Golden Curry 4 Tablespoons ketchup Cooked Rice for serving 2 teaspoons Worcestershire sauce"
California Farm Slow Oven Cooked Wagyu Beef Sushi,https://cookpad.com/eng/recipes/24001396,"Ingredients 4 hours 2 people, eight sushi rolls. For the nigiri sushi: 1/2 pound wagyu beef filet , or 1/2 pound beef regular filet with half pound papaya slice 1/2 teaspoon flaked seasalt 1/2 cup Nishiki California sushi rice , rinsed, or equivalent 1 cup cold water 2 Tsp rice vinegar California Farm Jasmine Rice Vinegar From Scratch 2 Tsp palm sugar For the miso soup: 3 cups water 2 Tsp bonito dashi dry fish flakes 1 Tsp light soy sauce 2 Tbs Natto paste 1 Tbs freshly cut and chopped green garlic scapes 1 Tbs dried seaweed 1 Tbs diced firm tofu California Farm Fresh Firm Tofu from scratch 1 Tbs freshly grated radishes 1 Tbs gari pickled ginger California Farm Gari Pickled Sushi Ginger 1 Tsp wasabi paste 1 Tsp light soy sauce Equipment: glass bowl, sharp knife Cost: wagyu beef $12, regular beef $5, papaya slice $1, other $2, per dinner $7 to $4 per person For the nigiri sushi: 1/2 pound wagyu beef filet , or 1/2 pound beef regular filet with half pound papaya slice 1/2 teaspoon flaked seasalt 1/2 cup Nishiki California sushi rice , rinsed, or equivalent 1 cup cold water 2 Tsp rice vinegar California Farm Jasmine Rice Vinegar From Scratch 2 Tsp palm sugar For the miso soup: 3 cups water 2 Tsp bonito dashi dry fish flakes 1 Tsp light soy sauce 2 Tbs Natto paste 1 Tbs freshly cut and chopped green garlic scapes 1 Tbs dried seaweed 1 Tbs diced firm tofu California Farm Fresh Firm Tofu from scratch 1 Tbs freshly grated radishes 1 Tbs gari pickled ginger California Farm Gari Pickled Sushi Ginger 1 Tsp wasabi paste 1 Tsp light soy sauce Equipment: glass bowl, sharp knife Cost: wagyu beef $12, regular beef $5, papaya slice $1, other $2, per dinner $7 to $4 per person"
Spicy Tempura Prawn,https://cookpad.com/eng/recipes/22604008,"Ingredients 50 min 4 servings 2 cups cake flour 2 cups cornstarch 2 cups ice cold water 1/2 tsp. iodized salt 1 tsp. sugar 4 tsps. baking powder Japanese bread crumbs Sauce 1 cup Kikkoman soy sauce 1 cup water Splash mirin as needed Sugar, Grated ginger Grated daikon ( radish ) 2 cups cake flour 2 cups cornstarch 2 cups ice cold water 1/2 tsp. iodized salt 1 tsp. sugar 4 tsps. baking powder Japanese bread crumbs Sauce 1 cup Kikkoman soy sauce 1 cup water Splash mirin as needed Sugar, Grated ginger Grated daikon ( radish )"
California Farm Crab Stick Sushi Rolls,https://cookpad.com/eng/recipes/23924751,"Ingredients 20 minutes, prep 10 minutes 4 people, 4 sushi rolls For a half pound imitation Kanikama crabsticks: 3 medium fresh farm eggs 1 cup unsweetened organic soy milk 1 Tbs anchovy paste 1 Tbs dashi 1 Tsp black caviar , Icelandic 2 Tbs achiote paste For the sushi roll: 4 sheets Nori seaweed 4 Tbs rice vinegar 4 Tsp Japanese Kewpie mayonnaise California Farm Made Kewpie Mayonnaise 4 Tsp Habanero pepper sauce 4 Tsp gari , slivered California Farm Gari Pickled Sushi Ginger 4 Tsp black caviar , Icelandic 4 Tsp soy sauce Half cup sushi rice 1 small ripe Avocado to make 8 slices 1 small persian cucumber to make 8 slices Equipment: I use a bamboo placemat to tighten the rolls, wok, steamer, lid, ziplock bag, 5 porcelain egg spoons Cost: caviar $1, anchovy paste 50 cents, dashi 50 cents, eggs 60 cents, soymilk 50 cents, avocado 50 cents, cucumber 50 cents, nori seeweed sheets 40 cents, rice, other 50 cents, per sushi roll $1.25 For a half pound imitation Kanikama crabsticks: 3 medium fresh farm eggs 1 cup unsweetened organic soy milk 1 Tbs anchovy paste 1 Tbs dashi 1 Tsp black caviar , Icelandic 2 Tbs achiote paste For the sushi roll: 4 sheets Nori seaweed 4 Tbs rice vinegar 4 Tsp Japanese Kewpie mayonnaise California Farm Made Kewpie Mayonnaise 4 Tsp Habanero pepper sauce 4 Tsp gari , slivered California Farm Gari Pickled Sushi Ginger 4 Tsp black caviar , Icelandic 4 Tsp soy sauce Half cup sushi rice 1 small ripe Avocado to make 8 slices 1 small persian cucumber to make 8 slices Equipment: I use a bamboo placemat to tighten the rolls, wok, steamer, lid, ziplock bag, 5 porcelain egg spoons Cost: caviar $1, anchovy paste 50 cents, dashi 50 cents, eggs 60 cents, soymilk 50 cents, avocado 50 cents, cucumber 50 cents, nori seeweed sheets 40 cents, rice, other 50 cents, per sushi roll $1.25"
Fancy Ramen Noodles,https://cookpad.com/eng/recipes/17310347,"Ingredients 45 Mins 6 servings 6 packages Ramen (chili, creamy chicken , shrimp ) 2 chicken breast 8 oz mixed mushrooms 1 bunch scallions chopped 2 Tbsp Kinder's Red Jalepeno Garlic Seasoning 1 tsp chili powder 1 tsp garlic powder 1 tsp sriracha powder 2 Tbsp sesame oil 4 Tbsp Olive oil Sesame seeds for garnish 6 eggs boiled soft - peeled (or hard if you don't like runny yokes) 6 packages Ramen (chili, creamy chicken , shrimp ) 2 chicken breast 8 oz mixed mushrooms 1 bunch scallions chopped 2 Tbsp Kinder's Red Jalepeno Garlic Seasoning 1 tsp chili powder 1 tsp garlic powder 1 tsp sriracha powder 2 Tbsp sesame oil 4 Tbsp Olive oil Sesame seeds for garnish 6 eggs boiled soft - peeled (or hard if you don't like runny yokes)"
Egg Ramen,https://cookpad.com/eng/recipes/17314562,Ingredients 1 pack ramen 5 cherry tomatoes 1 egg 1 pack ramen 5 cherry tomatoes 1 egg
Hawaiian style teriyaki chicken,https://cookpad.com/eng/recipes/17304549,"Ingredients 20 minutes 5-7 people 3 pounds boneless , skinless chicken thigh 1 cup soy sauce 1 cup water 1 cup sugar 5 cloves mashed garlic 1 ginger root (2-3 slices cut thin and lengthwise) 3 pounds boneless , skinless chicken thigh 1 cup soy sauce 1 cup water 1 cup sugar 5 cloves mashed garlic 1 ginger root (2-3 slices cut thin and lengthwise)"
Sustainable Ramen Crunch,https://cookpad.com/eng/recipes/17291773,Ingredients 15 min 1 serving Ramen noodles from pack 1/4 pack to whole Walnuts toss 1|2 nuts into pan to dry fry 1 sliced mushroom 1 T chopped celery 1/8 stick marjorine pack Ramen noodles from Can tuna Chopped celery diced 1 t marjorine sprinkle of garlic Pepper 2-4 Few crystals sea salt Ramen noodles from pack 1/4 pack to whole Walnuts toss 1|2 nuts into pan to dry fry 1 sliced mushroom 1 T chopped celery 1/8 stick marjorine pack Ramen noodles from Can tuna Chopped celery diced 1 t marjorine sprinkle of garlic Pepper 2-4 Few crystals sea salt
"Teriyaki tofu with green apples, kohlrabi and celeriac in spicy gravy (vegan dish)",https://cookpad.com/eng/recipes/17280311,Ingredients 45mins 2 servings 1 kohlrabi 1 celeriac root 2 green apples 150 g teriyaki marinated tofu 3 tbsp sunflower seed oil 5 tsp hungarian sweet paprika (not spicy or hot) 5 tsp ground curcuma (haldi) 1 tbsp whole cumin seed (jeera) salt to taste 1 kohlrabi 1 celeriac root 2 green apples 150 g teriyaki marinated tofu 3 tbsp sunflower seed oil 5 tsp hungarian sweet paprika (not spicy or hot) 5 tsp ground curcuma (haldi) 1 tbsp whole cumin seed (jeera) salt to taste
Teriyaki Tofu,https://cookpad.com/eng/recipes/17269643,"Ingredients 1 block tofu 1 little cooking oil 2 tbsp flour Sauce : sugar soy cooking wine, dark soy sauce 1 stalk spring onion Some shallots and garlic 1 block tofu 1 little cooking oil 2 tbsp flour Sauce : sugar soy cooking wine, dark soy sauce 1 stalk spring onion Some shallots and garlic"
Keto japanese chicken katsu and its curry,https://cookpad.com/eng/recipes/16850781,"Ingredients 2 hours 6 servings 1 kg chicken thigh or chicken breast ,deboned and cut into piece 50 g almond flour for coating 1 tablespoon grated garlic 2 table spoon white pepper powder 1 table spoon pink salt 2 table spoon psylium husk 2 large eggs Olive or coconut oil for frying Japanese curry 100 ml chicken broth 1.5 table spoon coco amino 2 diced onion 1 teaspoon grated garlic 1 teaspoon grated ginger 5 table spoon japanese curry powder 1 tablespoon pink salt 1 table spoon xantham gum as thickener 2 tablespoon tomato paste 1 tablespoom of eryhtritol 2 table spoon olive or coconut oil for sauteing 1 kg chicken thigh or chicken breast ,deboned and cut into piece 50 g almond flour for coating 1 tablespoon grated garlic 2 table spoon white pepper powder 1 table spoon pink salt 2 table spoon psylium husk 2 large eggs Olive or coconut oil for frying Japanese curry 100 ml chicken broth 1.5 table spoon coco amino 2 diced onion 1 teaspoon grated garlic 1 teaspoon grated ginger 5 table spoon japanese curry powder 1 tablespoon pink salt 1 table spoon xantham gum as thickener 2 tablespoon tomato paste 1 tablespoom of eryhtritol 2 table spoon olive or coconut oil for sauteing"
Tan tan Ramen,https://cookpad.com/eng/recipes/17218098,Ingredients 20 minutes 1 person Egg noodle Fried garlic Fried egg (sunny side up style) Carrot Chinese Broccoli Sesame oil Pork bone broth Salt& pepper 1 pinch sugar(just added to taste) Fried pork belly Chopped green onion Pickled ginger Dried seaweed Egg noodle Fried garlic Fried egg (sunny side up style) Carrot Chinese Broccoli Sesame oil Pork bone broth Salt& pepper 1 pinch sugar(just added to taste) Fried pork belly Chopped green onion Pickled ginger Dried seaweed
Orange Teriyaki Chicken,https://cookpad.com/eng/recipes/17185782,Ingredients 1 hr 30 mins 6 servings 16 Chicken Wings 8 oz Sweet Baby Ray 's BBQ sauce 8 oz Sweet Baby Ray 's Teriyaki sauce 1/2 Cup Apple Cider Vinegar 1/4 Cup Soy Sauce 1/2 Cup Dark Brown Sugar 12 oz Honey 1 Stick Butter 4 Large or 8 Small Oranges Tony Chachere's Original Creole Seasoning Oven: 425° 16 Chicken Wings 8 oz Sweet Baby Ray 's BBQ sauce 8 oz Sweet Baby Ray 's Teriyaki sauce 1/2 Cup Apple Cider Vinegar 1/4 Cup Soy Sauce 1/2 Cup Dark Brown Sugar 12 oz Honey 1 Stick Butter 4 Large or 8 Small Oranges Tony Chachere's Original Creole Seasoning Oven: 425°
Shokupan The Fluffy Japanese White Loaf 2lb Bread machine,https://cookpad.com/eng/recipes/16706438,Ingredients 320 g Water 9 g Salt 30g Butter 30 g Suger 12 g Non-Fat Dry Milk 450 g All Purpose Flour 5 g Yeast 320 g Water 9 g Salt 30g Butter 30 g Suger 12 g Non-Fat Dry Milk 450 g All Purpose Flour 5 g Yeast
Versatile Japanese Sweet & Sour Sauce,https://cookpad.com/eng/recipes/16703109,"Ingredients 10 min 8 servings 3 tbsp (45 ml) White vinegar 3 tbsp (45 ml) Water 1 tbsp (15 ml) Less salt Soy sauce 1 tbsp (15 ml) Honey 1 tsp Potato or Corn starch 1/8 tsp Ginger powder 1/2 tsp Sesame seeds -Optional This recipe is intended to be compatible with the diet of individuals with diabetes, kidney and heart disease, but please consult your doctor, renal nurse, nutritionist or other medical professionals! 3 tbsp (45 ml) White vinegar 3 tbsp (45 ml) Water 1 tbsp (15 ml) Less salt Soy sauce 1 tbsp (15 ml) Honey 1 tsp Potato or Corn starch 1/8 tsp Ginger powder 1/2 tsp Sesame seeds -Optional This recipe is intended to be compatible with the diet of individuals with diabetes, kidney and heart disease, but please consult your doctor, renal nurse, nutritionist or other medical professionals!"
Condensed (Campbell's) Beef and Vegetable Soup Ramen Noodles,https://cookpad.com/eng/recipes/17155452,"Ingredients 8-10 minutes 2 servings 1 pack Chicken Ramen , with half of the seasoning packette 1 can condensed beef vegetable soup , plus 3/4 can of water Hot Sauce , optional 1 pack Chicken Ramen , with half of the seasoning packette 1 can condensed beef vegetable soup , plus 3/4 can of water Hot Sauce , optional"
Simple Sushi,https://cookpad.com/eng/recipes/17154378,Ingredients 2 nori sheets 2 chicken sausage 1 cucumber 1 cup cooked rice stick Few shrimp and crab 2 nori sheets 2 chicken sausage 1 cucumber 1 cup cooked rice stick Few shrimp and crab
Pressure Cooker Sushi Rice,https://cookpad.com/eng/recipes/17146832,Ingredients 15 mins 1 cup Sushi rice 1 cup water 1 tbsp olive oil 2 tbsp rice vinegar 1 tbsp sugar 1 tsp salt 1 cup Sushi rice 1 cup water 1 tbsp olive oil 2 tbsp rice vinegar 1 tbsp sugar 1 tsp salt
My Version of Simple Sushi,https://cookpad.com/eng/recipes/17136885,"Ingredients 3 pieces nori 1 cucumber ,long strips 2 eggs,fry 2 chicken sausage ,long strips Normal rice 1 little bit vinegar 1 little bit sugar 3 pieces nori 1 cucumber ,long strips 2 eggs,fry 2 chicken sausage ,long strips Normal rice 1 little bit vinegar 1 little bit sugar"
Beef & Broccoli Teriyaki,https://cookpad.com/eng/recipes/17130878,"Ingredients 1 lb steak, thinly sliced 1/4 cup cornstarch 1/2 cup soy sauce 4 tbsp brown sugar 1 tsp garlic 1/2 tsp fresh ginger 1 tsp sesame seeds 1/2 tsp sesame oil 1/4 red pepper flakes 3-4 cups broccoli Rice 1 lb steak, thinly sliced 1/4 cup cornstarch 1/2 cup soy sauce 4 tbsp brown sugar 1 tsp garlic 1/2 tsp fresh ginger 1 tsp sesame seeds 1/2 tsp sesame oil 1/4 red pepper flakes 3-4 cups broccoli Rice"
Gyudon,https://cookpad.com/eng/recipes/17126467,"Ingredients 20 mins 1/2 lb sliced tender beef 1 onion, sliced 1 1/2 cups king oyster mushroom , sliced 2 eggs, beaten 2 tbsp mirin 2 tbsp cooking wine 3 tbsp soy sauce 1 cup chicken broth 1 tsp sugar Chopped green onions for garnishing 1/2 lb sliced tender beef 1 onion, sliced 1 1/2 cups king oyster mushroom , sliced 2 eggs, beaten 2 tbsp mirin 2 tbsp cooking wine 3 tbsp soy sauce 1 cup chicken broth 1 tsp sugar Chopped green onions for garnishing"
College ramen,https://cookpad.com/eng/recipes/17124806,Ingredients 5-10 minutes 1 serving 1 pack your favorite instant ramen 1 egg Hot dogs (I used 1 but you can add as many as you want) Seasonings of your choice 1 tablespoon cream cheese Shredded cheese if you want Soy sauce Oyster sauce Sesame oil Hoshin sauce 1 pack your favorite instant ramen 1 egg Hot dogs (I used 1 but you can add as many as you want) Seasonings of your choice 1 tablespoon cream cheese Shredded cheese if you want Soy sauce Oyster sauce Sesame oil Hoshin sauce
Homemade Ramen,https://cookpad.com/eng/recipes/17110271,Ingredients Oil Frozen peppers & onions Shredded carrots cube Frozen ginger Spinach Chicken broth Sriracha Soy sauce TJ frozen Thai wheat noodles Oil Frozen peppers & onions Shredded carrots cube Frozen ginger Spinach Chicken broth Sriracha Soy sauce TJ frozen Thai wheat noodles
Teriyaki Eggplant & Mushroom Don,https://cookpad.com/eng/recipes/17110323,"Ingredients 45 mins 3 servings 2-3 Asian eggplant 8-9 shitaki mushrooms , sliced, stems attached 1/4 sweet onion , sliced lengthwise 2 tbsp oil 2 tbsp sake 2 tbsp mirin 2 tbsp shoyu or tamari 1 tsp chopped garlic 1/2 tbsp gochugang (Trader Joe's) 1/2 tbsp dark soy sauce 1 tbsp maple syrup 3 green onions , sliced sesame seeds 2-3 Asian eggplant 8-9 shitaki mushrooms , sliced, stems attached 1/4 sweet onion , sliced lengthwise 2 tbsp oil 2 tbsp sake 2 tbsp mirin 2 tbsp shoyu or tamari 1 tsp chopped garlic 1/2 tbsp gochugang (Trader Joe's) 1/2 tbsp dark soy sauce 1 tbsp maple syrup 3 green onions , sliced sesame seeds"
Ramen but start from bones and flour,https://cookpad.com/eng/recipes/17091596,Ingredients 16hours not joking Noodles for 2 people; soup a big pot Ramen soup 10 chicken thigh bones 1 pig thigh bone 2 T ginger 2 carrots 1 onion 100 g leftover vegetables Ramen noodles 200 g bread flour 105 g room temperature water 1 t salt 1/8 t baking soda Japanese chashu (meat) 500 g boneless pork chop 400 ml water 150 ml rice cooking wine 150 ml mirin (or mix 112.5ml rice cook wine and 37.5g sugar) 150 ml soy sauce 2 T sugar 2 green onion 2 Garlic 1 T Ginger 1/2 Onion Topping (optional) 1 green onion 1 Jew’s ear 1 pickled bamboo shoots Ramen soup 10 chicken thigh bones 1 pig thigh bone 2 T ginger 2 carrots 1 onion 100 g leftover vegetables Ramen noodles 200 g bread flour 105 g room temperature water 1 t salt 1/8 t baking soda Japanese chashu (meat) 500 g boneless pork chop 400 ml water 150 ml rice cooking wine 150 ml mirin (or mix 112.5ml rice cook wine and 37.5g sugar) 150 ml soy sauce 2 T sugar 2 green onion 2 Garlic 1 T Ginger 1/2 Onion Topping (optional) 1 green onion 1 Jew’s ear 1 pickled bamboo shoots
Teriyaki Fried Rice Noodle Cup,https://cookpad.com/eng/recipes/17079945,Ingredients 5 minutes 1 serving 1 Cup Of Ramen Noodles 1/2 cup prepared white rice 1/2 cup water 1 egg 1 Tablespoon Sake 1 Tablespoon Mirin 1 Tablespoon Soy Sauce 1 Cup Of Ramen Noodles 1/2 cup prepared white rice 1/2 cup water 1 egg 1 Tablespoon Sake 1 Tablespoon Mirin 1 Tablespoon Soy Sauce
Karaage Japanese fried chicken,https://cookpad.com/eng/recipes/16513128,Ingredients 1 hr 30 min 2 servings Chicken thighs skin on. I used 3 thighs Tablespoon sake Table spoon soy sauce Knob ginger grated 3 cloves garlic grated Salt and black pepper 2 tbls corn starch 2 tblsp flour 2-4 cups oil for frying 1/2 spoon roasted sesame oil Lemon Japanese Mayo Japanese 7 spice Chicken thighs skin on. I used 3 thighs Tablespoon sake Table spoon soy sauce Knob ginger grated 3 cloves garlic grated Salt and black pepper 2 tbls corn starch 2 tblsp flour 2-4 cups oil for frying 1/2 spoon roasted sesame oil Lemon Japanese Mayo Japanese 7 spice
Super Tasty Sliced Onion Salad with Japanese Style Vinaigrette,https://cookpad.com/eng/recipes/16499339,Ingredients 20 mins 4 servings 1 sweet onion 4 celery stalks 1 carrot 6-8 cilantro leaves (for garnish) 1/2 teaspoon toasted sesame Dressing: 1 tablespoon sesame oil 2 tablespoons canola oil 1 tablespoon low sodium soy sauce 2 tablespoons rice vinegar 1 tablespoon ponzu (Japanese citrus soy sauce ) 1 teaspoon maple syrup (or sugar) 1 sweet onion 4 celery stalks 1 carrot 6-8 cilantro leaves (for garnish) 1/2 teaspoon toasted sesame Dressing: 1 tablespoon sesame oil 2 tablespoons canola oil 1 tablespoon low sodium soy sauce 2 tablespoons rice vinegar 1 tablespoon ponzu (Japanese citrus soy sauce ) 1 teaspoon maple syrup (or sugar)
Teriyaki Pineapple Chicken Shishkabobs,https://cookpad.com/eng/recipes/17039004,"Ingredients 10-15 mins 4 servings 3 large skinless boneless chicken breasts , cubed large 2 bell peppers , cubed large 1 large onion, cubed large, I used a big ole flat vidalia 1 fresh pineapple , trimmed cleaned and cubed large Handful dried apricots , left whole 1/4 cup teriyaki sauce , eyeballed 1/3 cup sweet teriyaki sesame marinade, eyeballed 1 tbsp sesame oil , eyeballed Pinch salt and pepper 3 large skinless boneless chicken breasts , cubed large 2 bell peppers , cubed large 1 large onion, cubed large, I used a big ole flat vidalia 1 fresh pineapple , trimmed cleaned and cubed large Handful dried apricots , left whole 1/4 cup teriyaki sauce , eyeballed 1/3 cup sweet teriyaki sesame marinade, eyeballed 1 tbsp sesame oil , eyeballed Pinch salt and pepper"
